LC,Grade,itemkey,Source,questionkey,correctanswervalue,mostcommonwronganswer,total_students,pct_A,pct_B,pct_C,pct_D,pct_E,pct_F,reportingquestiontypename,pct_G,Question Text,Image Summary,choice_A,DR A,choice_B,DR B,choice_C,DR C,choice_D,DR D,choice_E,DR E,choice_F,DR F,choice_G,DR G,Image Summary (if present),MostCommonDR,Learning_Component_Text
MATH-00404,5,i185768,Compass,q188818,C,A,35.0,25.714285714285715,14.285714285714286,45.714285714285715,14.285714285714286,,,MULTICHOICE,,"Ms. Filer writes two patterns, as shown below. Pattern Two follows a rule that each number in it is 3 times the corresponding number from Pattern One. Pattern One: 0, 2, 4, 6, 8 ... Pattern Two: 0, 6, 12, 18, 24 ... Which graph correctly plots ordered pairs using Pattern One for the x-values and Pattern Two for the y-values?","Four graphs are shown on coordinate planes. Choice C shows a straight line through the origin with a steep positive slope (slope = 3), correctly representing ordered pairs (0,0), (2,6), (4,12), (6,18), (8,24). Choice A shows a line with slope 1. Choice B shows a line with slope 2. Choice D shows a line with slope that reflects using the change in output values (6) as the multiplier.",[Graph A],Student may have thought that the output increased at the same rate as the input.,[Graph B],Student may have thought that the constant change in the input values given represented the multiplier in the relationship between the input and output values.,[Graph C],Correct.,[Graph D],Student may have thought that the constant change in the output values given represented the multiplier in the relationship between the input and output values.,,,,,,,,Student may have thought that the output increased at the same rate as the input.,Form ordered pairs consisting of corresponding terms from two patterns and graph the ordered pairs on a coordinate plane
MATH-00404,5,i112294,Interim_eedi,q100656,C,A,5234.0,23.614826136797,11.291555215896,55.235001910584,9.896828429499,,,MULTICHOICE,,"Ms. Filer writes two patterns, as shown below. Pattern Two follows a rule that each number in it is 3 times the corresponding number from Pattern One. Pattern One: 0, 2, 4, 6, 8. Pattern Two: 0, 6, 12, 18, 24. Which graph correctly plots ordered pairs using Pattern One for the x-values and Pattern Two for the y-values?","Four coordinate plane graphs. Graph A: y-axis 0-20 x-axis 0-20 points show 1:1 relationship. Graph B: y-axis 0-20 x-axis 0-10 points show 1:2 relationship. Graph C: y-axis 0-30 scaled by 3s x-axis 0-20 scaled by 2s points at (2,6)(4,12)(6,18)(8,24) showing correct 1:3 relationship. Graph D: y-axis 0-30 x-axis 0-10 points show 1:6 relationship.",Graph A: 1:1 relationship,Student chose a graph representing a 1:1 relationship and not a 1:3 relationship.,Graph B: 1:2 relationship,"Student chose a graph representing a 1:2 relationship, perhaps because the x-coordinates are changing by 2 in the table.",Graph C: 1:3 relationship,Correct.,Graph D: 1:6 relationship,"Student chose a graph representing a 1:6 relationship, perhaps because the y-coordinates are changing by 6 in the table.",,,,,,,,Student chose a graph representing a 1:1 relationship and not a 1:3 relationship.,Form ordered pairs consisting of corresponding terms from two patterns and graph the ordered pairs on a coordinate plane
MATH-00406,5,i185769,Compass,q188819,C,D,35.0,14.285714285714286,11.428571428571429,51.42857142857143,22.857142857142858,,,MULTICHOICE,,Which pattern below does not follow the same rule as the other three patterns?,,"2, 4, 8, 16, 32",Student may have thought that the pattern was different because the digits in the ones places do not match the characteristics of the digits in the ones places of the numbers in the other patterns.,"5, 10, 20, 40, 80",Student may have thought that the pattern was different because it is the only pattern that has just one single digit number.,"15, 25, 35, 45, 55",Correct.,"25, 50, 100, 200, 400",Student may have thought that the pattern was different because the numbers are significantly larger than those of the other patterns.,,,,,,,,Student may have thought that the pattern was different because the numbers are significantly larger than those of the other patterns.,Identify apparent relationships between corresponding terms
MATH-00406,5,i111751,Interim_eedi,q100197,C,A,5253.0,18.503712164477,11.878926327812,51.74186179326,17.875499714448,,,MULTICHOICE,,Which pattern below does not follow the same rule as the other three patterns?,,"2, 4, 8, 16, 32","Student chose a pattern that follows the rule of times 2, possibly because the pattern is the only sequence that has digits other than zero or 5 in the ones place.","5, 10, 20, 40, 80",Student chose a pattern that follows the rule of times 2.,"15, 25, 35, 45, 55",Correct.,"25, 50, 100, 200, 400","Student chose a pattern that follows the rule of times 2, possibly because the pattern includes numbers that are significantly larger than those of the other sequences.",,,,,,,,"Student chose a pattern that follows the rule of times 2, possibly because the pattern is the only sequence that has digits other than zero or 5 in the ones place.",Identify apparent relationships between corresponding terms
MATH-02602,5,i112347,Interim_eedi,q103257,B,A,14151.0,26.817892728429,52.646456080842,11.730619744187,8.932230937742,,,MULTICHOICE,,Which number is 10 times the value of the 5 in 28.915?,,0.005,Student chose the place value of the 5 instead of multiplying 0.005 by 10.,0.05,Correct.,0.5,Student multiplied 0.005 by 100 instead of 10; student chose an answer with the 5 in the tenths place.,50,Student multiplied the 5 by 10 instead of the place value of the 5 by 10.,,,,,,,,Student chose the place value of the 5 instead of multiplying 0.005 by 10.,"Recognize that in a multi-digit number (including decimals), a digit in one place represents ten times what it represents in the place to its right"
MATH-02602,5,i129707,Interim_eedi,q125258,C,A,36146.0,21.709179438942,20.591490068057,43.094671609583,14.859182205499,,,MULTICHOICE,,Which number is 10 times the value of the 4 in 283.47?,,0.04,Student chose a number representing 1/10 of 0.4 instead of 10 times 0.4.,0.4,Student chose the place value of the digit 4 instead of 10 times its place value.,4,Correct.,40,Student chose a number that is 10 times the digit 4 instead of 10 times 0.4.,,,,,,,,Student chose a number representing 1/10 of 0.4 instead of 10 times 0.4.,"Recognize that in a multi-digit number (including decimals), a digit in one place represents ten times what it represents in the place to its right"
MATH-02602,5,i171599,Interim_eedi,q175763,D,C,6289.0,4.976943870249,4.627126729209,30.338686595643,60.104945142311,,,MULTICHOICE,,"Which number is 10 times the value of the 4 in 24,837?",,40,"Student chose a number that is 10 times the digit 4 instead of 10 times 4,000.",400,"Student chose a number representing 1/10 of 4,000 instead of 10 times 4,000.","4,000",Student chose the place value of the digit 4 instead of 10 times its place value.,"40,000",Correct.,,,,,,,,Student chose the place value of the digit 4 instead of 10 times its place value.,"Recognize that in a multi-digit number (including decimals), a digit in one place represents ten times what it represents in the place to its right"
MATH-02602,5,i178046,Interim_eedi,q179851,C,A,616.0,30.357142857142,23.863636363636,38.474025974025,7.305194805194,,,MULTICHOICE,,Which number is 10 times the value of the 5 in 263.95?,,0.005,Student chose a number representing 1/10 of 0.05 instead of 10 times 0.05.,0.05,Student chose the value of the digit in its current place value instead of 10 times the value of the digit in its current place value.,0.5,Correct.,50,Student chose a number that is 10 times the digit 5 instead of 10 times 0.05.,,,,,,,,Student chose a number representing 1/10 of 0.05 instead of 10 times 0.05.,"Recognize that in a multi-digit number (including decimals), a digit in one place represents ten times what it represents in the place to its right"
MATH-00407,6,i129613,Interim_eedi,q125146,C,B,22308.0,11.708804016496,27.837547068316,53.393401470324,7.114039806347,,,MULTICHOICE,,Which expression is equivalent to the one below? 8 × 8 × 9 × 9 × 9 × 9,,2^8 × 4^9,Student confused the roles of the base and the exponent.,8^2 + 9^4,"Student understood the roles of the base and exponent, but added instead of multiplying.",8^2 × 9^4,Correct.,2(8) × 4(9),Student multiplied the digits in the expression by the number of times they appeared and then multiplied the products.,,,,,,,,"Student understood the roles of the base and exponent, but added instead of multiplying.","Write numerical expressions involving whole-number exponents in the form a^b, where a and b are non-zero whole numbers"
MATH-00408,6,i129611,Interim_eedi,q125144,D,B,22172.0,23.73263575681,28.084972036803,10.702688075049,37.538336640808,,,MULTICHOICE,,Which value is equivalent to the expression below? (2/3)^3,,6/3,Student multiplied the numerator by the exponent (3) and kept the denominator the same.,6/9,Student multiplied the numerator and denominator by the exponent (3).,8/3,Student only cubed the numerator.,8/27,Correct.,,,,,,,,Student multiplied the numerator and denominator by the exponent (3).,"Evaluate numerical expressions involving whole-number exponents, including fractions and decimals raised to whole-number exponents"
MATH-00411,6,i185088,Compass,q187902,C,A,113.0,18.58407079646018,15.929203539823009,55.75221238938053,9.734513274336283,,,MULTICHOICE,,"Which expression represents the phrase below? the product of 13 and the sum of a number, n, and 32",,13 + 32n,"Student confused the definitions of ""product"" and ""sum.""",13n + 32,Student wrote the terms and operations in the order they appear in the phrase.,13(n + 32),Correct.,13 ÷ (n + 32),"Student represented the term ""product"" with division.",,,,,,,,"Student confused the definitions of ""product"" and ""sum.""",Identify an expression that records operations with numerical values and with letters standing for numbers for a given phrase
MATH-00413,6,i185007,Compass,q187798,AB,D,111.0,72.97297297297297,50.450450450450454,25.225225225225227,32.432432432432435,9.00900900900901,,MULTISELECT,,Which phrases are equivalent to y - 6? Select all that apply.,,a number minus 6,Correct.,6 less than a number,Correct.,6 decreased by a number,Student switched the subtrahend and the minuend.,a number taken away from 6,Student switched the subtrahend and the minuend.,the quotient of a number and 6,"Student thought that the term ""quotient"" refers to subtraction.",,,,,,Student switched the subtrahend and the minuend.,"Identify a phrase that describes a given expression with operations, numerical values and with letters standing for numbers"
MATH-00416,6,i185008,Compass,q187799,C,A,113.0,21.238938053097346,21.238938053097346,39.823008849557525,17.699115044247787,,,MULTICHOICE,,Evaluate the expression below when x = 2 and z = 12. z + 5x^3,,25,Student evaluated the exponent correctly but then added the coefficient instead of multiplying.,42,Student evaluated the exponent by multiplying the exponent and the base together.,52,Correct.,"1,012",Student performed order of operations incorrectly and multiplied before performing exponentiation.,,,,,,,,Student evaluated the exponent correctly but then added the coefficient instead of multiplying.,Evaluate expressions at specific values of their variables in mathematical contexts
